"Mouse","Stage","Behavior","Time","Amplitude","SEM"
3,"Post","Nest",1330,0.33,0.33
3,"Post","Nest",1340,0.23,0.23
3,"Post","Nest",1350,0.25,0.14
3,"Post","Nest",1360,1,0.58
3,"Post","Nest",1370,0.3,0.21
3,"Post","Nest",1380,1.33,0.46
3,"Post","Nest",1390,0.85,0.31
3,"Post","Nest",1400,0.65,0.33
3,"Post","Nest",1410,0.5,0.31
3,"Post","Nest",1420,0.37,0.26
3,"Post","Nest",1430,0.42,0.28
3,"Shocks","Nest",0,0.52,0.31
3,"Shocks","Nest",10,0.75,0.19
3,"Shocks","Nest",20,0.95,0.05
3,"Shocks","Nest",30,1.25,0.21
3,"Shocks","Nest",40,1.07,0.23
3,"Shocks","Nest",50,1.25,0.46
3,"Shocks","Nest",60,1.32,0.48
3,"Shocks","Nest",70,0.9,0.33
3,"Shocks","Nest",80,0.4,0.23
3,"Shocks","Nest",90,0.05,0.05
3,"Shocks","Nest",100,0.12,0.12
3,"Shocks","Nest",110,0.15,0.1
3,"Shocks","Nest",120,0.37,0.37
3,"Shocks","Nest",130,0.07,0.07
3,"Shocks","Nest",140,0,0
3,"Shocks","Nest",150,0,0
3,"Shocks","Nest",160,0.72,0.54
3,"Shocks","Nest",170,0.82,0.51
3,"Shocks","Nest",180,0.75,0.31
3,"Shocks","Nest",190,0.75,0.44
3,"Shocks","Nest",200,0.68,0.42
3,"Shocks","Nest",210,0.35,0.35
3,"Shocks","Nest",220,0.5,0.3
3,"Shocks","Nest",230,0.3,0.17
3,"Shocks","Nest",240,0.35,0.24
3,"Shocks","Nest",250,0.5,0.47
3,"Shocks","Nest",260,0.68,0.64
3,"Shocks","Nest",270,0.37,0.28
3,"Shocks","Nest",280,0.6,0.57
3,"Shocks","Nest",290,0.45,0.26
3,"Shocks","Nest",300,0.58,0.34
3,"Shocks","Nest",310,0.65,0.41
3,"Shocks","Nest",320,0.68,0.42
3,"Shocks","Nest",330,0.3,0.3
3,"Shocks","Nest",340,0.33,0.33
3,"Shocks","Nest",350,0.2,0.2
3,"Shocks","Nest",360,0,0
3,"Shocks","Nest",370,0,0
3,"Shocks","Nest",380,0,0
3,"Shocks","Nest",390,0.03,0.03
3,"Shocks","Nest",400,0.05,0.05
3,"Shocks","Nest",410,0.72,0.6
3,"Shocks","Nest",420,0.47,0.33
3,"Shocks","Nest",430,0.15,0.15
3,"Shocks","Nest",440,0,0
3,"Shocks","Nest",450,0,0
3,"Shocks","Nest",460,0,0
3,"Shocks","Nest",470,0.17,0.17
3,"Shocks","Nest",480,0.7,0.36
3,"Shocks","Nest",490,1.03,0.57
3,"Shocks","Nest",500,0.95,0.56
3,"Shocks","Nest",510,1.18,0.65
3,"Shocks","Nest",520,0.23,0.23
3,"Shocks","Nest",530,0.72,0.72
3,"Shocks","Nest",540,0.37,0.23
3,"Shocks","Nest",550,0.1,0.1
3,"Shocks","Nest",560,0,0
3,"Shocks","Nest",570,0,0
3,"Shocks","Nest",580,0.03,0.03
3,"Shocks","Nest",590,0.1,0.1
3,"Shocks","Nest",600,0.48,0.38
3,"Shocks","Nest",610,0.2,0.2
3,"Shocks","Nest",620,1.02,0.93
3,"Shocks","Nest",630,0.7,0.44
3,"Shocks","Nest",640,1.52,0.28
3,"Shocks","Nest",650,0.8,0.51
3,"Shocks","Nest",660,0.87,0.57
3,"Shocks","Nest",670,0.42,0.42
3,"Shocks","Nest",680,0.05,0.05
3,"Shocks","Nest",690,0.53,0.53
3,"Shocks","Nest",700,0.1,0.06
3,"Shocks","Nest",710,0,0
3,"Shocks","Nest",720,0.07,0.07
3,"Shocks","Nest",730,0.05,0.03
3,"Shocks","Nest",740,0.28,0.21
3,"Shocks","Nest",750,0.65,0.33
3,"Shocks","Nest",760,1.32,0.45
3,"Shocks","Nest",770,0.3,0.1
3,"Shocks","Nest",780,0.42,0.27
3,"Shocks","Nest",790,0.35,0.23
3,"Shocks","Nest",800,0.42,0.28
3,"Shocks","Nest",810,0.18,0.09
3,"Shocks","Nest",820,0.43,0.18
3,"Shocks","Nest",830,0.63,0.34
3,"Shocks","Nest",840,0.03,0.03
3,"Shocks","Nest",850,0.82,0.41
3,"Shocks","Nest",860,1,0.34
3,"Shocks","Nest",870,0.28,0.17
3,"Shocks","Nest",880,0,0
3,"Shocks","Nest",890,0,0
3,"Shocks","Nest",900,0.08,0.05
3,"Shocks","Nest",910,0.87,0.48
3,"Shocks","Nest",920,0.55,0.38
3,"Shocks","Nest",930,0.93,0.4
3,"Shocks","Nest",940,0.93,0.36
3,"Shocks","Nest",950,0.57,0.43
3,"Shocks","Nest",960,1.05,0.71
3,"Shocks","Nest",970,0.45,0.17
3,"Shocks","Nest",980,0.17,0.17
3,"Shocks","Nest",990,0.07,0.07
3,"Shocks","Nest",1000,0.25,0.25
3,"Shocks","Nest",1010,0.57,0.28
3,"Shocks","Nest",1020,1.12,0.39
3,"Shocks","Nest",1030,0.93,0.65
3,"Shocks","Nest",1040,0.87,0.34
3,"Shocks","Nest",1050,0.42,0.42
3,"Shocks","Nest",1060,0.1,0.1
3,"Shocks","Nest",1070,0,0
3,"Shocks","Nest",1080,0.62,0.53
3,"Shocks","Nest",1090,0.8,0.47
3,"Shocks","Nest",1100,0.87,0.53
3,"Shocks","Nest",1110,0.97,0.61
3,"Shocks","Nest",1120,0.82,0.15
3,"Shocks","Nest",1130,1.18,0.4
3,"Shocks","Nest",1140,0.82,0.51
3,"Shocks","Nest",1150,0.77,0.45
3,"Shocks","Nest",1160,0.23,0.23
3,"Shocks","Nest",1170,0.55,0.46
3,"Shocks","Nest",1180,0.35,0.35
3,"Shocks","Nest",1190,0.5,0.3
3,"Shocks","Nest",1200,0,0
3,"Shocks","Nest",1210,0,0
3,"Shocks","Nest",1220,0,0
3,"Shocks","Nest",1230,0,0
3,"Shocks","Nest",1240,0.3,0.3
3,"Shocks","Nest",1250,0.4,0.4
3,"Shocks","Nest",1260,0.68,0.4
3,"Shocks","Nest",1270,0.95,0.35
3,"Shocks","Nest",1280,0.4,0.24
3,"Shocks","Nest",1290,0.85,0.35
3,"Shocks","Nest",1300,0.48,0.38
3,"Shocks","Nest",1310,0.12,0.12
3,"Shocks","Nest",1320,0.2,0.2
3,"Shocks","Nest",1330,0.42,0.42
3,"Shocks","Nest",1340,0,0
3,"Shocks","Nest",1350,0.28,0.16
3,"Shocks","Nest",1360,0.87,0.54
3,"Shocks","Nest",1370,1.37,0.48
3,"Shocks","Nest",1380,1.15,0.49
3,"Shocks","Nest",1390,0.93,0.43
3,"Shocks","Nest",1400,0.65,0.39
3,"Shocks","Nest",1410,0.8,0.62
3,"Shocks","Nest",1420,0.57,0.57
3,"Shocks","Nest",1430,0.28,0.28
2,"Baseline","Motion",0,0.17,0.1
2,"Baseline","Motion",10,0.05,0.05
2,"Baseline","Motion",20,0,0
2,"Baseline","Motion",30,0.07,0.07
2,"Baseline","Motion",40,0.1,0.1
2,"Baseline","Motion",50,0,0
2,"Baseline","Motion",60,0,0
2,"Baseline","Motion",70,0,0
2,"Baseline","Motion",80,0,0
2,"Baseline","Motion",90,0,0
2,"Baseline","Motion",100,0.17,0.17
2,"Baseline","Motion",110,0.05,0.05
2,"Baseline","Motion",120,0.12,0.12
2,"Baseline","Motion",130,0,0
2,"Baseline","Motion",140,0,0
2,"Baseline","Motion",150,0,0
2,"Baseline","Motion",160,0,0
2,"Baseline","Motion",170,0,0
2,"Baseline","Motion",180,0,0
2,"Baseline","Motion",190,0.32,0.19
2,"Baseline","Motion",200,0.12,0.12
2,"Baseline","Motion",210,0,0
2,"Baseline","Motion",220,0.12,0.12
2,"Baseline","Motion",230,0,0
2,"Baseline","Motion",240,0.35,0.35
2,"Baseline","Motion",250,0.23,0.13
2,"Baseline","Motion",260,0.08,0.05
2,"Baseline","Motion",270,0.53,0.32
2,"Baseline","Motion",280,0.28,0.28
2,"Baseline","Motion",290,0.23,0.23
2,"Baseline","Motion",300,0.22,0.17
2,"Baseline","Motion",310,0.93,0.32
2,"Baseline","Motion",320,0.33,0.29
2,"Baseline","Motion",330,0,0
2,"Baseline","Motion",340,0.37,0.22
2,"Baseline","Motion",350,0.42,0.22
2,"Baseline","Motion",360,0.15,0.15
2,"Baseline","Motion",370,0,0
2,"Baseline","Motion",380,0,0
2,"Baseline","Motion",390,0,0
2,"Baseline","Motion",400,0,0
2,"Baseline","Motion",410,0.37,0.37
2,"Baseline","Motion",420,0.28,0.28
2,"Baseline","Motion",430,0.35,0.21
2,"Baseline","Motion",440,0.77,0.45
2,"Baseline","Motion",450,0.25,0.22
2,"Baseline","Motion",460,0.45,0.45
2,"Baseline","Motion",470,0.5,0.29
2,"Baseline","Motion",480,0.07,0.07
2,"Baseline","Motion",490,0.07,0.07
2,"Baseline","Motion",500,0,0
2,"Baseline","Motion",510,0,0
2,"Baseline","Motion",520,0,0
2,"Baseline","Motion",530,0.45,0.26
2,"Baseline","Motion",540,0.28,0.28
2,"Baseline","Motion",550,0.17,0.17
2,"Baseline","Motion",560,0.15,0.15
2,"Baseline","Motion",570,0.2,0.12
2,"Baseline","Motion",580,0.15,0.15
2,"Baseline","Motion",590,0.15,0.1
2,"Baseline","Motion",600,0.2,0.14
2,"Baseline","Motion",610,0,0
2,"Baseline","Motion",620,0.12,0.12
2,"Baseline","Motion",630,0.57,0.43
2,"Baseline","Motion",640,0.1,0.1
2,"Baseline","Motion",650,0.3,0.27
2,"Baseline","Motion",660,0.28,0.28
2,"Baseline","Motion",670,0,0
2,"Baseline","Motion",680,0.2,0.2
2,"Baseline","Motion",690,0.15,0.1
2,"Baseline","Motion",700,0.55,0.34
2,"Baseline","Motion",710,0,0
2,"Baseline","Motion",720,1.27,0.18
2,"Baseline","Motion",730,1.85,0.06
2,"Baseline","Motion",740,1.78,0.25
2,"Baseline","Motion",750,1.27,0.09
2,"Baseline","Motion",760,1.53,0.27
2,"Baseline","Motion",770,1.2,0.35
2,"Baseline","Motion",780,1.93,0.21
2,"Baseline","Motion",790,1.73,0.17
2,"Baseline","Motion",800,0.98,0.12
2,"Baseline","Motion",810,0.95,0.37
2,"Baseline","Motion",820,1.15,0.23
2,"Baseline","Motion",830,1.92,0.32
2,"Baseline","Motion",840,1.05,0.24
2,"Baseline","Motion",850,0.9,0.29
2,"Baseline","Motion",860,0.85,0.33
2,"Baseline","Motion",870,0.82,0.36
2,"Baseline","Motion",880,1.32,0.54
2,"Baseline","Motion",890,0.77,0.27
2,"Baseline","Motion",900,0.35,0.13
2,"Baseline","Motion",910,1.12,0.4
2,"Baseline","Motion",920,0.65,0.4
2,"Baseline","Motion",930,0.65,0.55
2,"Baseline","Motion",940,0.62,0.37
2,"Baseline","Motion",950,1.05,0.61
2,"Baseline","Motion",960,1.03,0.46
2,"Baseline","Motion",970,1.02,0.4
2,"Baseline","Motion",980,0.37,0.37
2,"Baseline","Motion",990,0.2,0.14
2,"Baseline","Motion",1000,0.7,0.41
2,"Baseline","Motion",1010,1.1,0.71
2,"Baseline","Motion",1020,0.72,0.42
2,"Baseline","Motion",1030,1.35,0.3
2,"Baseline","Motion",1040,1.07,0.35
2,"Baseline","Motion",1050,1.4,0.25
2,"Baseline","Motion",1060,0.63,0.34
2,"Baseline","Motion",1070,0.35,0.35
2,"Baseline","Motion",1080,0,0
2,"Baseline","Motion",1090,0,0
2,"Baseline","Motion",1100,0,0
2,"Baseline","Motion",1110,1.27,0.65
2,"Baseline","Motion",1120,1.57,0.55
2,"Baseline","Motion",1130,0.95,0.37
2,"Baseline","Motion",1140,0.82,0.49
2,"Baseline","Motion",1150,0.93,0.53
2,"Baseline","Motion",1160,0.53,0.43
2,"Baseline","Motion",1170,0.53,0.38
2,"Baseline","Motion",1180,0.07,0.07
2,"Baseline","Motion",1190,0.15,0.15
2,"Baseline","Motion",1200,0.07,0.07
2,"Baseline","Motion",1210,0,0
2,"Baseline","Motion",1220,0,0
2,"Baseline","Motion",1230,0.57,0.57
2,"Baseline","Motion",1240,0.83,0.4
2,"Baseline","Motion",1250,0.15,0.15
2,"Baseline","Motion",1260,0.4,0.4
2,"Baseline","Motion",1270,1.4,0.82
2,"Baseline","Motion",1280,0.78,0.46
2,"Baseline","Motion",1290,1.57,0.3
2,"Baseline","Motion",1300,1.07,0.61
2,"Baseline","Motion",1310,0.4,0.4
2,"Baseline","Motion",1320,0.1,0.1
2,"Baseline","Motion",1330,0.28,0.28
2,"Baseline","Motion",1340,0.17,0.17
2,"Baseline","Motion",1350,0.42,0.42
2,"Baseline","Motion",1360,1.1,0.39
2,"Baseline","Motion",1370,1.12,0.36
2,"Baseline","Motion",1380,0.62,0.37
2,"Baseline","Motion",1390,0.37,0.24
2,"Baseline","Motion",1400,0.57,0.36
2,"Baseline","Motion",1410,0.7,0.33
2,"Baseline","Motion",1420,0.2,0.11
2,"Baseline","Motion",1430,1.58,0.55
2,"Post","Motion",0,0.66,0.31
2,"Post","Motion",10,1.04,0.13
2,"Post","Motion",20,1.56,0.59
2,"Post","Motion",30,0.8,0.46
2,"Post","Motion",40,0.82,0.6
2,"Post","Motion",50,1.24,0.54
2,"Post","Motion",60,1.16,0.5
2,"Post","Motion",70,1.56,0.52
2,"Post","Motion",80,2.3,0.35
2,"Post","Motion",90,1.64,0.38
2,"Post","Motion",100,0.98,0.46
2,"Post","Motion",110,1.56,0.46
2,"Post","Motion",120,1.32,0.41
2,"Post","Motion",130,1.24,0.75
2,"Post","Motion",140,0.82,0.34
2,"Post","Motion",150,1.06,0.38
2,"Post","Motion",160,1.06,0.65
2,"Post","Motion",170,0.74,0.33
2,"Post","Motion",180,1.08,0.47
2,"Post","Motion",190,0.52,0.37
2,"Post","Motion",200,0.92,0.49
2,"Post","Motion",210,1.2,0.74
2,"Post","Motion",220,1.14,0.52
2,"Post","Motion",230,1.52,0.45
2,"Post","Motion",240,0.9,0.37
2,"Post","Motion",250,0.56,0.24
2,"Post","Motion",260,0.94,0.48
2,"Post","Motion",270,0.62,0.43
2,"Post","Motion",280,0.78,0.48
2,"Post","Motion",290,0.26,0.18
2,"Post","Motion",300,0.26,0.26
2,"Post","Motion",310,0.08,0.08
2,"Post","Motion",320,0.88,0.56
2,"Post","Motion",330,0.9,0.59
2,"Post","Motion",340,0.14,0.14
2,"Post","Motion",350,0.22,0.14
2,"Post","Motion",360,1.06,0.49
2,"Post","Motion",370,0.62,0.4
2,"Post","Motion",380,0.24,0.24
2,"Post","Motion",390,0.12,0.12
2,"Post","Motion",400,0,0
2,"Post","Motion",410,0,0
2,"Post","Motion",420,0.7,0.43
2,"Post","Motion",430,0.58,0.53
2,"Post","Motion",440,0.52,0.29
2,"Post","Motion",450,0.18,0.16
2,"Post","Motion",460,0.32,0.32
2,"Post","Motion",470,0.68,0.45
2,"Post","Motion",480,0.04,0.04
2,"Post","Motion",490,0.4,0.25
2,"Post","Motion",500,0.48,0.43
2,"Post","Motion",510,0.66,0.49
2,"Post","Motion",520,0.16,0.16
2,"Post","Motion",530,0,0
2,"Post","Motion",540,0.18,0.18
2,"Post","Motion",550,0.4,0.25
2,"Post","Motion",560,0.64,0.4
2,"Post","Motion",570,0.3,0.3
2,"Post","Motion",580,0.36,0.36
2,"Post","Motion",590,0.36,0.36
2,"Post","Motion",600,0.6,0.55
2,"Post","Motion",610,0.7,0.49
2,"Post","Motion",620,0.74,0.41
2,"Post","Motion",630,1.24,0.48
2,"Post","Motion",640,0.28,0.2
2,"Post","Motion",650,0.04,0.02
2,"Post","Motion",660,0.02,0.02
2,"Post","Motion",670,0.08,0.08
2,"Post","Motion",680,0.06,0.06
2,"Post","Motion",690,0.06,0.06
2,"Post","Motion",700,0.08,0.06
2,"Post","Motion",710,0.12,0.06
2,"Post","Motion",720,0.08,0.08
2,"Post","Motion",730,0,0
2,"Post","Motion",740,0.04,0.02
2,"Post","Motion",750,0.12,0.04
2,"Post","Motion",760,0.12,0.1
2,"Post","Motion",770,0.1,0.08
2,"Post","Motion",780,0.06,0.06
2,"Post","Motion",790,0,0
2,"Post","Motion",800,0.1,0.08
2,"Post","Motion",810,0.08,0.08
2,"Post","Motion",820,0.22,0.22
2,"Post","Motion",830,0.08,0.08
2,"Post","Motion",840,0.04,0.04
2,"Post","Motion",850,0.02,0.02
2,"Post","Motion",860,0,0
2,"Post","Motion",870,0,0
2,"Post","Motion",880,0,0
2,"Post","Motion",890,0,0
2,"Post","Motion",900,0,0
2,"Post","Motion",910,0,0
2,"Post","Motion",920,0,0
2,"Post","Motion",930,0,0
2,"Post","Motion",940,0.2,0.14
2,"Post","Motion",950,0.02,0.02
2,"Post","Motion",960,0,0
2,"Post","Motion",970,0,0
2,"Post","Motion",980,0,0
2,"Post","Motion",990,0,0
2,"Post","Motion",1000,0,0
2,"Post","Motion",1010,0.04,0.02
2,"Post","Motion",1020,0.58,0.46
2,"Post","Motion",1030,0.76,0.45
2,"Post","Motion",1040,0.18,0.12
2,"Post","Motion",1050,0.36,0.27
2,"Post","Motion",1060,0.58,0.37
2,"Post","Motion",1070,0.28,0.28
2,"Post","Motion",1080,0.1,0.1
2,"Post","Motion",1090,0,0
2,"Post","Motion",1100,0,0
2,"Post","Motion",1110,0,0
2,"Post","Motion",1120,0.04,0.04
2,"Post","Motion",1130,0.02,0.02
2,"Post","Motion",1140,0,0
2,"Post","Motion",1150,0.04,0.04
2,"Post","Motion",1160,0.2,0.2
2,"Post","Motion",1170,0.04,0.04
2,"Post","Motion",1180,0.02,0.02
2,"Post","Motion",1190,0,0
2,"Post","Motion",1200,0.06,0.06
2,"Post","Motion",1210,0,0
2,"Post","Motion",1220,0.26,0.21
2,"Post","Motion",1230,0.3,0.3
2,"Post","Motion",1240,0.38,0.24
2,"Post","Motion",1250,0.3,0.3
2,"Post","Motion",1260,0.42,0.42
2,"Post","Motion",1270,0.3,0.28
2,"Post","Motion",1280,0.26,0.18
2,"Post","Motion",1290,0.22,0.22
2,"Post","Motion",1300,0.1,0.1
2,"Post","Motion",1310,0.52,0.5
2,"Post","Motion",1320,0.28,0.28
2,"Post","Motion",1330,0.38,0.38
2,"Post","Motion",1340,0.04,0.04
2,"Post","Motion",1350,0.08,0.08
2,"Post","Motion",1360,0.28,0.28
2,"Post","Motion",1370,0.1,0.1
2,"Post","Motion",1380,0.2,0.12
2,"Post","Motion",1390,0.7,0.34
2,"Post","Motion",1400,0.62,0.39
2,"Post","Motion",1410,0.48,0.33
2,"Post","Motion",1420,0.7,0.29
2,"Post","Motion",1430,0.94,0.58
2,"Shocks","Motion",0,0.62,0.43
2,"Shocks","Motion",10,1.6,0.54
2,"Shocks","Motion",20,1.92,0.17
2,"Shocks","Motion",30,1.23,0.32
2,"Shocks","Motion",40,0.47,0.26
2,"Shocks","Motion",50,0.82,0.33
2,"Shocks","Motion",60,0.28,0.24
2,"Shocks","Motion",70,0.33,0.33
2,"Shocks","Motion",80,0.03,0.03
2,"Shocks","Motion",90,0,0
2,"Shocks","Motion",100,0,0
2,"Shocks","Motion",110,0,0
2,"Shocks","Motion",120,0,0
2,"Shocks","Motion",130,0.68,0.64
2,"Shocks","Motion",140,0.95,0.57
2,"Shocks","Motion",150,0.92,0.43
2,"Shocks","Motion",160,1.17,0.51
2,"Shocks","Motion",170,0.98,0.57
2,"Shocks","Motion",180,0.23,0.19
2,"Shocks","Motion",190,0,0
2,"Shocks","Motion",200,0,0
2,"Shocks","Motion",210,0.23,0.23
2,"Shocks","Motion",220,0.25,0.25
2,"Shocks","Motion",230,0.33,0.33
2,"Shocks","Motion",240,0,0
2,"Shocks","Motion",250,0,0
2,"Shocks","Motion",260,0.85,0.85
2,"Shocks","Motion",270,0.45,0.45
2,"Shocks","Motion",280,0.68,0.52
2,"Shocks","Motion",290,0.45,0.31
2,"Shocks","Motion",300,1,0.61
2,"Shocks","Motion",310,0.68,0.39
2,"Shocks","Motion",320,0.3,0.3
2,"Shocks","Motion",330,0.28,0.28
2,"Shocks","Motion",340,0,0
2,"Shocks","Motion",350,0,0
2,"Shocks","Motion",360,0,0
2,"Shocks","Motion",370,0,0
2,"Shocks","Motion",380,0,0
2,"Shocks","Motion",390,0,0
2,"Shocks","Motion",400,0,0
2,"Shocks","Motion",410,0,0
2,"Shocks","Motion",420,0.3,0.3
2,"Shocks","Motion",430,0.68,0.42
2,"Shocks","Motion",440,1.27,0.44
2,"Shocks","Motion",450,0.8,0.33
2,"Shocks","Motion",460,0.17,0.17
2,"Shocks","Motion",470,0,0
2,"Shocks","Motion",480,0.1,0.1
2,"Shocks","Motion",490,0.35,0.35
2,"Shocks","Motion",500,0,0
2,"Shocks","Motion",510,0,0
2,"Shocks","Motion",520,0.03,0.03
2,"Shocks","Motion",530,0.93,0.55
2,"Shocks","Motion",540,1.07,0.63
2,"Shocks","Motion",550,0.2,0.2
2,"Shocks","Motion",560,0.25,0.25
2,"Shocks","Motion",570,0.47,0.47
2,"Shocks","Motion",580,0.33,0.33
2,"Shocks","Motion",590,0,0
2,"Shocks","Motion",600,0.53,0.53
2,"Shocks","Motion",610,0.35,0.26
2,"Shocks","Motion",620,0.57,0.43
2,"Shocks","Motion",630,1.57,0.31
2,"Shocks","Motion",640,1.72,0.6
2,"Shocks","Motion",650,1.07,0.56
2,"Shocks","Motion",660,0.45,0.45
2,"Shocks","Motion",670,0.17,0.17
2,"Shocks","Motion",680,0,0
2,"Shocks","Motion",690,0.12,0.08
2,"Shocks","Motion",700,0,0
2,"Shocks","Motion",710,0.42,0.42
2,"Shocks","Motion",720,0,0
2,"Shocks","Motion",730,0.22,0.17
2,"Shocks","Motion",740,0.07,0.07
2,"Shocks","Motion",750,0.1,0.1
2,"Shocks","Motion",760,0.17,0.17
2,"Shocks","Motion",770,0.15,0.15
2,"Shocks","Motion",780,0.03,0.03
2,"Shocks","Motion",790,0,0
2,"Shocks","Motion",800,0,0
2,"Shocks","Motion",810,0,0
2,"Shocks","Motion",820,0,0
2,"Shocks","Motion",830,0,0
2,"Shocks","Motion",840,0.2,0.2
2,"Shocks","Motion",850,0.62,0.47
2,"Shocks","Motion",860,0.55,0.38
2,"Shocks","Motion",870,0.12,0.09
2,"Shocks","Motion",880,0,0
2,"Shocks","Motion",890,0,0
2,"Shocks","Motion",900,0,0
2,"Shocks","Motion",910,0,0
2,"Shocks","Motion",920,0.12,0.12
2,"Shocks","Motion",930,0.28,0.28
2,"Shocks","Motion",940,0.35,0.22
2,"Shocks","Motion",950,0.45,0.45
2,"Shocks","Motion",960,0.2,0.12
2,"Shocks","Motion",970,0,0
2,"Shocks","Motion",980,0.05,0.03
2,"Shocks","Motion",990,0.05,0.03
2,"Shocks","Motion",1000,0.07,0.07
2,"Shocks","Motion",1010,0,0
2,"Shocks","Motion",1020,0,0
2,"Shocks","Motion",1030,0,0
2,"Shocks","Motion",1040,0,0
2,"Shocks","Motion",1050,0,0
2,"Shocks","Motion",1060,0,0
2,"Shocks","Motion",1070,0,0
2,"Shocks","Motion",1080,0.07,0.07
2,"Shocks","Motion",1090,0.1,0.1
2,"Shocks","Motion",1100,0.58,0.54
2,"Shocks","Motion",1110,0.28,0.19
2,"Shocks","Motion",1120,0,0
2,"Shocks","Motion",1130,0,0
2,"Shocks","Motion",1140,0,0
2,"Shocks","Motion",1150,0,0
2,"Shocks","Motion",1160,0.03,0.03
2,"Shocks","Motion",1170,0,0
2,"Shocks","Motion",1180,0,0
2,"Shocks","Motion",1190,0,0
2,"Shocks","Motion",1200,0.2,0.2
2,"Shocks","Motion",1210,0,0
2,"Shocks","Motion",1220,0.68,0.39
2,"Shocks","Motion",1230,0.37,0.34
2,"Shocks","Motion",1240,0,0
2,"Shocks","Motion",1250,0.05,0.05
2,"Shocks","Motion",1260,0.1,0.06
2,"Shocks","Motion",1270,0,0
2,"Shocks","Motion",1280,0,0
2,"Shocks","Motion",1290,0.42,0.42
2,"Shocks","Motion",1300,0.12,0.12
2,"Shocks","Motion",1310,0,0
2,"Shocks","Motion",1320,0,0
2,"Shocks","Motion",1330,0,0
2,"Shocks","Motion",1340,0,0
2,"Shocks","Motion",1350,0.23,0.19
2,"Shocks","Motion",1360,0.23,0.23
2,"Shocks","Motion",1370,0.17,0.17
2,"Shocks","Motion",1380,0.1,0.1
2,"Shocks","Motion",1390,0.03,0.03
2,"Shocks","Motion",1400,0.03,0.03
2,"Shocks","Motion",1410,0,0
2,"Shocks","Motion",1420,0.6,0.42
2,"Shocks","Motion",1430,0.82,0.57
3,"Baseline","Motion",0,0.1,0.1
3,"Baseline","Motion",10,0.07,0.07
3,"Baseline","Motion",20,0,0
3,"Baseline","Motion",30,0.22,0.14
3,"Baseline","Motion",40,0.23,0.19
3,"Baseline","Motion",50,0,0
3,"Baseline","Motion",60,0,0
3,"Baseline","Motion",70,0.03,0.03
3,"Baseline","Motion",80,0.07,0.07
3,"Baseline","Motion",90,0,0
3,"Baseline","Motion",100,0.3,0.3
3,"Baseline","Motion",110,0.1,0.1
3,"Baseline","Motion",120,0.28,0.21
3,"Baseline","Motion",130,0.3,0.16
3,"Baseline","Motion",140,0.1,0.06
3,"Baseline","Motion",150,0,0
3,"Baseline","Motion",160,0,0
3,"Baseline","Motion",170,0.15,0.15
3,"Baseline","Motion",180,0,0
3,"Baseline","Motion",190,0.05,0.05
3,"Baseline","Motion",200,0,0
3,"Baseline","Motion",210,0,0
3,"Baseline","Motion",220,0.07,0.07
3,"Baseline","Motion",230,0,0
3,"Baseline","Motion",240,0.57,0.36
3,"Baseline","Motion",250,0.5,0.23
3,"Baseline","Motion",260,0.37,0.23
3,"Baseline","Motion",270,0.57,0.27
3,"Baseline","Motion",280,0.48,0.2
3,"Baseline","Motion",290,0.45,0.24
3,"Baseline","Motion",300,0.47,0.16
3,"Baseline","Motion",310,0.62,0.22
3,"Baseline","Motion",320,0.65,0.26
3,"Baseline","Motion",330,0.07,0.07
3,"Baseline","Motion",340,0.42,0.25
3,"Baseline","Motion",350,0.22,0.17
3,"Baseline","Motion",360,0.25,0.25
3,"Baseline","Motion",370,0,0
3,"Baseline","Motion",380,0,0
3,"Baseline","Motion",390,0,0
3,"Baseline","Motion",400,0,0
3,"Baseline","Motion",410,0.3,0.3
3,"Baseline","Motion",420,0.68,0.32
3,"Baseline","Motion",430,0.53,0.28
3,"Baseline","Motion",440,0.55,0.4
3,"Baseline","Motion",450,0.62,0.43
3,"Baseline","Motion",460,0.47,0.47
3,"Baseline","Motion",470,0.3,0.18
3,"Baseline","Motion",480,0.28,0.28
3,"Baseline","Motion",490,0.5,0.3
3,"Baseline","Motion",500,0.15,0.15
3,"Baseline","Motion",510,0.33,0.33
3,"Baseline","Motion",520,0.12,0.12
3,"Baseline","Motion",530,0.03,0.03
3,"Baseline","Motion",540,0.1,0.1
3,"Baseline","Motion",550,0,0
3,"Baseline","Motion",560,0.08,0.05
3,"Baseline","Motion",570,0,0
3,"Baseline","Motion",580,0.15,0.15
3,"Baseline","Motion",590,0.42,0.15
3,"Baseline","Motion",600,0.2,0.2
3,"Baseline","Motion",610,0.35,0.16
3,"Baseline","Motion",620,0.25,0.15
3,"Baseline","Motion",630,0.57,0.28
3,"Baseline","Motion",640,0.17,0.14
3,"Baseline","Motion",650,0.17,0.17
3,"Baseline","Motion",660,0.3,0.3
3,"Baseline","Motion",670,0,0
3,"Baseline","Motion",680,0.1,0.1
3,"Baseline","Motion",690,0.68,0.45
3,"Baseline","Motion",700,0.47,0.26
3,"Baseline","Motion",710,0.17,0.1
3,"Baseline","Motion",720,0.07,0.07
3,"Baseline","Motion",730,0.87,0.25
3,"Baseline","Motion",740,0.8,0.19
3,"Baseline","Motion",750,1,0.27
3,"Baseline","Motion",760,0.8,0.24
3,"Baseline","Motion",770,0.6,0.27
3,"Baseline","Motion",780,0.68,0.22
3,"Baseline","Motion",790,0.6,0.16
